Tipo de Rede;Tipo de Monitoramento;Tipo;Data;Hora;Código Estação;Nome Estação;Nome Parâmetro;Unidade Medida;Média Horária;Média Móvel;Válido;Dt. Amostragem;Dt. Instalação;Dt. Retirada;Concentração;Taxa
A;CETESB;Dados Primários;07/06/2024;15:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;25;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;16:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;24;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;17:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;23;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;18:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;29;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;19:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;20:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;32;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;21:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;22:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;38;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;23:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;52;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;24:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;44;-;Sim;-;-;-;-;-
